Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,32.290001,32.709999,32.235001,32.695000,25.134785,5894200
2010-01-05,32.779999,33.400002,32.669998,33.150002,25.484573,6737000
2010-01-06,33.134998,33.639999,33.060001,33.200001,25.523010,5363800
2010-01-07,33.035000,33.220001,32.549999,32.904999,25.296217,5040400
2010-01-08,32.884998,34.174999,32.799999,34.020000,26.153391,7691200
2010-01-11,34.250000,34.330002,33.595001,33.794998,25.980419,6118600
2010-01-12,33.500000,33.764999,33.380001,33.695000,25.903545,6647000
2010-01-13,33.849998,33.939999,33.275002,33.735001,25.934301,7353000
2010-01-14,33.560001,33.814999,32.974998,33.189999,25.515318,6153600
2010-01-15,33.139999,33.195000,32.544998,32.785000,25.203966,8678000
2010-01-19,32.860001,32.889999,32.375000,32.759998,25.184750,5984400
2010-01-20,32.014999,32.020000,30.959999,31.865000,24.496706,16682800
2010-01-21,31.875000,33.740002,31.575001,32.724998,25.157843,17484200
2010-01-22,32.779999,33.119999,31.754999,31.924999,24.542835,11654400
2010-01-25,32.290001,32.360001,31.719999,31.875000,24.504393,7202600
2010-01-26,31.725000,32.250000,31.450001,32.099998,24.677364,6630400
2010-01-27,32.025002,32.025002,31.500000,31.905001,24.527460,7972200
2010-01-28,31.955000,32.070000,30.719999,30.770000,23.654909,11030600
2010-01-29,31.004999,31.299999,30.205000,30.250000,23.255152,9834000
2010-02-01,30.415001,31.200001,30.405001,31.155001,23.950884,8134000
2010-02-02,31.245001,31.620001,31.020000,31.465000,24.189203,4799000
2010-02-03,31.584999,31.945000,31.365000,31.490000,24.208422,4779800
2010-02-04,31.129999,31.379999,30.455000,30.490000,23.439651,7019000
2010-02-05,30.565001,31.075001,30.375000,31.049999,23.870169,9666000
2010-02-08,31.090000,31.225000,30.485001,30.485001,23.435808,6749400
2010-02-09,30.920000,31.275000,30.690001,30.870001,23.731785,4512400
2010-02-10,30.879999,31.160000,30.320000,30.855000,23.720257,6936800
2010-02-11,30.715000,31.924999,30.705000,31.805000,24.450581,10367800
2010-02-12,31.504999,31.730000,31.219999,31.705000,24.373705,6833800
2010-02-16,32.000000,32.630001,31.740000,32.580002,25.046375,7541800
2010-02-17,32.779999,32.830002,32.029999,32.490002,24.977190,5587800
2010-02-18,32.389999,32.709999,32.299999,32.654999,25.104027,5065400
2010-02-19,32.619999,33.375000,32.619999,33.285000,25.588350,10253800
2010-02-22,33.299999,33.544998,33.220001,33.424999,25.695982,8623200
2010-02-23,33.435001,33.485001,32.930000,33.195000,25.519163,8241800
2010-02-24,33.160000,33.480000,33.055000,33.439999,25.918322,6783800
2010-02-25,32.980000,34.259998,32.735001,34.230000,26.530634,11503800
2010-02-26,34.185001,34.285000,33.674999,33.685001,26.108223,12743200
2010-03-01,33.869999,34.040001,33.509998,33.849998,26.236107,7594800
2010-03-02,33.950001,34.049999,33.465000,33.634998,26.069466,8546200
2010-03-03,33.665001,34.040001,33.549999,33.605000,26.046219,6581000
2010-03-04,33.790001,34.200001,33.525002,34.029999,26.375626,6620800
2010-03-05,34.285000,34.660000,34.195000,34.564999,26.790283,6577000
2010-03-08,34.654999,34.880001,34.529999,34.744999,26.929789,4807400
2010-03-09,34.630001,35.674999,34.549999,35.419998,27.452957,10288000
2010-03-10,35.375000,36.014999,35.250000,35.799999,27.747496,15680600
2010-03-11,35.689999,36.259998,35.665001,36.250000,28.096272,11602200
2010-03-12,36.400002,36.529999,36.005001,36.500000,28.290037,7041000
2010-03-15,36.400002,36.590000,36.125000,36.455002,28.255167,7934800
2010-03-16,36.439999,36.744999,36.375000,36.724998,28.464430,7455400
2010-03-17,36.830002,37.014999,36.419998,36.605000,28.371429,8778800
2010-03-18,36.384998,36.980000,36.384998,36.825001,28.541925,7648600
